row,age,username,freq,services,netflix,amazon,Showtime,youtube,fuboTV,Crackle,Discovery+,CBS All Access,Rent or Buy,Apple TV+,hulu,Philo,FOX,PlutoTV,HBO MAX,Starz,Disney+,IMDb TV,FX,Tubi,NBC,Peacock
1420,65,troy_merrell,2-FEW_TIMES_WEEK,"{'youtube': 1, 'PlutoTV': 1}",,,,1.0,,,,,,,,,,1.0,,,,,,,,
1421,40,jarvis_crittenden,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
1422,39,raquel_gabriel,1-DAILY,"{'Discovery+': 1, 'hulu': 1}",,,,,,,1.0,,,,1.0,,,,,,,,,,,
1423,68,dewayne_paulson,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'CBS All Access': 1, 'Philo': 1}",,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,
1424,45,annamarie_wendt,1-DAILY,"{'CBS All Access': 1, 'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,
1425,59,leeann_stillwell,3-FEWER_THREE_PER_MONTH,"{'Discovery+': 1, 'amazon': 1}",,1.0,,,,,1.0,,,,,,,,,,,,,,,
1426,23,louise_wilson,2-FEW_TIMES_WEEK,"{'amazon': 1, 'youtube': 1, 'Starz': 1, 'CBS All Access': 1}",,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,
1427,54,celestine_jewell,2-FEW_TIMES_WEEK,"{'hulu': 1, 'youtube': 1, 'NBC': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,
1428,32,irwin_kay,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Disney+': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,
1429,73,ashleigh_creighton,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
1430,21,francisco_fawcett,2-FEW_TIMES_WEEK,"{'youtube': 1, 'hulu': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
1431,72,blaine_schmitt,1-DAILY,{'Discovery+': 1},,,,,,,1.0,,,,,,,,,,,,,,,
1432,70,normand_wilburn,1-DAILY,"{'hulu': 1, 'fuboTV': 1}",,,,,1.0,,,,,,1.0,,,,,,,,,,,
1433,26,delores_wolford,2-FEW_TIMES_WEEK,"{'CBS All Access': 1, 'NBC': 1, 'netflix': 1}",1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,
1434,42,velda_miranda,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
1435,55,shannon_hayes,2-FEW_TIMES_WEEK,{'Apple TV+': 1},,,,,,,,,,1.0,,,,,,,,,,,,
1436,70,agustin_cummins,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
1437,47,todd_overstreet,2-FEW_TIMES_WEEK,{'Rent or Buy': 1},,,,,,,,,1.0,,,,,,,,,,,,,
1438,57,cristopher_ochs,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'Peacock': 1}",,,,1.0,,,,,,,,,,,,,,,,,,1.0
1439,42,leslie_grenier,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Discovery+': 1, 'youtube': 1}",1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
1440,67,ingrid_powell,3-FEWER_THREE_PER_MONTH,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
1441,47,anderson_mclain,2-FEW_TIMES_WEEK,"{'netflix': 1, 'CBS All Access': 1}",1.0,,,,,,,1.0,,,,,,,,,,,,,,
1442,54,johnny_knox,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
1446,38,loraine_belanger,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
1447,36,lino_mahoney,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
1448,21,adelaide_amaral,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
1449,48,arlie_simmons,2-FEW_TIMES_WEEK,"{'Disney+': 1, 'FOX': 1}",,,,,,,,,,,,,1.0,,,,1.0,,,,,
1450,43,emery_wooldridge,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
1451,57,nona_kimbrell,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
1452,39,cristobal_shelley,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1453,54,latisha_pederson,2-FEW_TIMES_WEEK,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
1454,72,jesse_almeida,2-FEW_TIMES_WEEK,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
1455,71,jillian_silver,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
1456,64,ann_pimentel,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Discovery+': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
1457,65,woodrow_nemeth,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1458,70,lawanda_whitmire,2-FEW_TIMES_WEEK,{'FX': 1},,,,,,,,,,,,,,,,,,,1.0,,,
1459,19,rex_ryder,3-FEWER_THREE_PER_MONTH,"{'Apple TV+': 1, 'HBO MAX': 1}",,,,,,,,,,1.0,,,,,1.0,,,,,,,
1460,71,maryjane_conte,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1461,34,laurel_kroll,2-FEW_TIMES_WEEK,"{'youtube': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
1462,52,eloise_coombs,1-DAILY,"{'amazon': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
1463,35,betsy_lira,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
1464,66,rhett_true,3-FEWER_THREE_PER_MONTH,{'Peacock': 1},,,,,,,,,,,,,,,,,,,,,,1.0
1465,55,alvina_dinkins,1-DAILY,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
1466,32,laura_gallegos,1-DAILY,"{'netflix': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
1467,43,janice_gough,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'HBO MAX': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,
1468,58,monique_beaman,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
1469,37,ross_wilks,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1471,57,gus_zuniga,2-FEW_TIMES_WEEK,"{'netflix': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
1473,33,jarred_beal,3-FEWER_THREE_PER_MONTH,"{'Philo': 1, 'Showtime': 1, 'netflix': 1}",1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,
1474,40,glen_lawhorn,2-FEW_TIMES_WEEK,"{'PlutoTV': 1, 'HBO MAX': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,
1476,34,wilhelmina_sager,2-FEW_TIMES_WEEK,{'IMDb TV': 1},,,,,,,,,,,,,,,,,,1.0,,,,
1477,32,vickey_creamer,1-DAILY,"{'fuboTV': 1, 'netflix': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
1478,46,johanna_colbert,1-DAILY,"{'amazon': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
1479,31,modesto_sallee,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1480,42,lena_clancy,2-FEW_TIMES_WEEK,"{'HBO MAX': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,1.0,,,,,,,
1481,50,sol_neel,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
1482,29,kenny_hannan,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
1483,21,philip_webb,1-DAILY,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
1484,77,fidel_collett,3-FEWER_THREE_PER_MONTH,"{'Discovery+': 1, 'youtube': 1}",,,,1.0,,,1.0,,,,,,,,,,,,,,,
1485,23,tyron_pierce,3-FEWER_THREE_PER_MONTH,"{'Discovery+': 1, 'CBS All Access': 1, 'netflix': 1}",1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
1487,21,angeline_wade,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'netflix': 1, 'Showtime': 1}",1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,
1488,61,esmeralda_parkinson,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1489,45,ike_selby,3-FEWER_THREE_PER_MONTH,{'PlutoTV': 1},,,,,,,,,,,,,,1.0,,,,,,,,
1490,41,damon_weinberg,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
1491,52,herminia_gilmore,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1492,49,yvette_carman,1-DAILY,"{'Philo': 1, 'hulu': 1}",,,,,,,,,,,1.0,1.0,,,,,,,,,,
1493,18,leandro_hunter,1-DAILY,"{'Starz': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,1.0,,,,,,
1496,40,doyle_owens,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
1497,25,melanie_rock,1-DAILY,"{'amazon': 1, 'hulu': 1}",,1.0,,,,,,,,,1.0,,,,,,,,,,,
1498,59,chas_barth,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1499,25,donte_wagoner,1-DAILY,{'Disney+': 1},,,,,,,,,,,,,,,,,1.0,,,,,
1500,20,amos_mckenzie,1-DAILY,"{'hulu': 1, 'Philo': 1}",,,,,,,,,,,1.0,1.0,,,,,,,,,,
1501,75,terra_stock,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
1502,74,ellen_baugh,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1503,57,frederic_yoo,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
1505,51,daren_nowell,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1506,51,tamara_roldan,1-DAILY,"{'youtube': 1, 'PlutoTV': 1}",,,,1.0,,,,,,,,,,1.0,,,,,,,,
1507,46,bertie_carpenter,1-DAILY,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
1508,36,catrina_nieves,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
1509,54,angela_copley,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
1510,28,mayme_zapata,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
1511,79,brad_martino,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'Showtime': 1}",1.0,,1.0,,,,,,,,,,,,,,,,,,,
1512,49,conrad_sullivan,2-FEW_TIMES_WEEK,"{'amazon': 1, 'Rent or Buy': 1, 'hulu': 1}",,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,
1513,65,danial_layman,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
1514,48,florence_cooksey,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'HBO MAX': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,
1515,28,shawn_doherty,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
1516,34,timothy_schultz,1-DAILY,"{'amazon': 1, 'PlutoTV': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,
1517,65,cristal_bergman,1-DAILY,"{'netflix': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
1518,62,willard_griffiths,3-FEWER_THREE_PER_MONTH,"{'HBO MAX': 1, 'hulu': 1}",,,,,,,,,,,1.0,,,,1.0,,,,,,,
1519,49,aline_armenta,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
1520,56,aura_chin,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1521,67,bernardo_dewey,1-DAILY,"{'youtube': 1, 'hulu': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
1524,20,vesta_rivero,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
1525,54,domenic_baer,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
1526,25,candida_linkous,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
1527,76,jennie_craddock,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
1528,70,lyman_moran,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1529,31,shameka_coy,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
1530,48,roland_billups,2-FEW_TIMES_WEEK,"{'Showtime': 1, 'netflix': 1}",1.0,,1.0,,,,,,,,,,,,,,,,,,,
1531,71,rachel_culpepper,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1532,42,bennett_cazares,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Starz': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,
1533,74,rebecca_caro,3-FEWER_THREE_PER_MONTH,"{'Discovery+': 1, 'hulu': 1, 'netflix': 1}",1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,
1534,79,aubrey_mcneill,2-FEW_TIMES_WEEK,"{'netflix': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
1535,48,maribel_isaacson,2-FEW_TIMES_WEEK,"{'netflix': 1, 'IMDb TV': 1}",1.0,,,,,,,,,,,,,,,,,1.0,,,,
1536,39,gene_gass,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'Discovery+': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
1537,36,glen_bowling,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
1538,68,mathew_dugger,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1539,39,guillermo_hutchison,1-DAILY,{'fuboTV': 1},,,,,1.0,,,,,,,,,,,,,,,,,
1540,66,minh_olds,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
1541,56,leone_connelly,2-FEW_TIMES_WEEK,{'IMDb TV': 1},,,,,,,,,,,,,,,,,,1.0,,,,
1542,51,irma_newberry,2-FEW_TIMES_WEEK,"{'hulu': 1, 'FOX': 1}",,,,,,,,,,,1.0,,1.0,,,,,,,,,
1543,53,luciano_rowland,1-DAILY,"{'amazon': 1, 'youtube': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
1544,71,lashonda_rutherford,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1545,42,isabelle_pilcher,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1546,67,missy_ernst,2-FEW_TIMES_WEEK,{'Tubi': 1},,,,,,,,,,,,,,,,,,,,1.0,,
1547,65,priscilla_brooks,1-DAILY,{'Apple TV+': 1},,,,,,,,,,1.0,,,,,,,,,,,,
1548,53,clinton_manning,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
1549,33,grant_gil,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
1550,76,cathleen_moulton,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1551,25,willa_ashby,1-DAILY,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
1552,32,frederic_rizzo,3-FEWER_THREE_PER_MONTH,"{'HBO MAX': 1, 'Starz': 1}",,,,,,,,,,,,,,,1.0,1.0,,,,,,
1554,52,lincoln_harley,1-DAILY,"{'hulu': 1, 'netflix': 1, 'Starz': 1}",1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,
1555,22,cecelia_spalding,2-FEW_TIMES_WEEK,"{'Disney+': 1, 'Philo': 1}",,,,,,,,,,,,1.0,,,,,1.0,,,,,
1556,46,marion_speed,2-FEW_TIMES_WEEK,{'HBO MAX': 1},,,,,,,,,,,,,,,1.0,,,,,,,
1557,67,catina_eskridge,2-FEW_TIMES_WEEK,{'Disney+': 1},,,,,,,,,,,,,,,,,1.0,,,,,
1558,38,erwin_waggoner,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Disney+': 1}",1.0,,,,,,,,,,,,,,,,1.0,,,,,
1559,18,ike_cage,2-FEW_TIMES_WEEK,"{'youtube': 1, 'hulu': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
1560,23,kelly_hearn,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
1561,32,faye_wade,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
1562,21,simon_morales,2-FEW_TIMES_WEEK,"{'netflix': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
1563,78,ed_clevenger,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1564,73,christen_porter,3-FEWER_THREE_PER_MONTH,{'Philo': 1},,,,,,,,,,,,1.0,,,,,,,,,,
1565,48,raymundo_mouton,2-FEW_TIMES_WEEK,"{'Discovery+': 1, 'Rent or Buy': 1}",,,,,,,1.0,,1.0,,,,,,,,,,,,,
1566,72,lourdes_cary,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
1567,73,micah_michaels,2-FEW_TIMES_WEEK,"{'amazon': 1, 'youtube': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
1568,77,evangelina_daly,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1569,59,dane_phelps,3-FEWER_THREE_PER_MONTH,{'Philo': 1},,,,,,,,,,,,1.0,,,,,,,,,,
1570,48,nadia_lebron,2-FEW_TIMES_WEEK,{'Starz': 1},,,,,,,,,,,,,,,,1.0,,,,,,
1571,43,elyse_luke,2-FEW_TIMES_WEEK,"{'Peacock': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,,,,,,,1.0
1572,21,benedict_pulley,2-FEW_TIMES_WEEK,"{'Discovery+': 1, 'Disney+': 1, 'youtube': 1}",,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,
1574,24,jody_high,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Disney+': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,
1575,25,drew_ashton,1-DAILY,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
1576,66,pattie_castellano,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
1577,79,mia_kee,2-FEW_TIMES_WEEK,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
1578,36,kennith_pullen,1-DAILY,"{'netflix': 1, 'Starz': 1}",1.0,,,,,,,,,,,,,,,1.0,,,,,,
1579,29,fatima_rader,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
1580,22,kelley_chestnut,1-DAILY,{'NBC': 1},,,,,,,,,,,,,,,,,,,,,1.0,
1581,63,suzanna_mathis,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'Disney+': 1}",,,,,,,,,,,1.0,,,,,,1.0,,,,,
1582,19,vada_dickens,3-FEWER_THREE_PER_MONTH,{'Apple TV+': 1},,,,,,,,,,1.0,,,,,,,,,,,,
1583,64,rosanne_mclain,2-FEW_TIMES_WEEK,{'Peacock': 1},,,,,,,,,,,,,,,,,,,,,,1.0
1584,52,elton_oakes,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'amazon': 1, 'Disney+': 1}",,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,
1585,20,harvey_bohn,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Starz': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,
1586,48,genevieve_mcdaniel,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1587,59,jeffry_rock,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
1588,18,ronda_sheets,1-DAILY,"{'netflix': 1, 'Discovery+': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
1589,37,nikki_daughtry,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'Discovery+': 1}",,,,1.0,,,1.0,,,,,,,,,,,,,,,
1590,33,lynette_goodson,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
1591,65,doug_kaufman,3-FEWER_THREE_PER_MONTH,"{'Discovery+': 1, 'hulu': 1}",,,,,,,1.0,,,,1.0,,,,,,,,,,,
1592,37,nettie_coombs,1-DAILY,"{'youtube': 1, 'netflix': 1, 'Discovery+': 1, 'Philo': 1}",1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,
1593,73,terri_landers,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1594,78,clayton_bechtel,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
1595,20,riley_rea,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
1596,37,winston_rouse,1-DAILY,{'Philo': 1},,,,,,,,,,,,1.0,,,,,,,,,,
1597,53,claudio_arevalo,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1598,53,rod_maloney,1-DAILY,"{'hulu': 1, 'amazon': 1}",,1.0,,,,,,,,,1.0,,,,,,,,,,,
1599,51,jody_gilbert,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
1600,61,chloe_hostetler,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
1601,66,madeleine_reaves,2-FEW_TIMES_WEEK,"{'Showtime': 1, 'netflix': 1}",1.0,,1.0,,,,,,,,,,,,,,,,,,,
1602,23,odessa_thornburg,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'Showtime': 1}",,,1.0,,,,,,,,1.0,,,,,,,,,,,
1603,32,leon_thibodeaux,1-DAILY,"{'netflix': 1, 'amazon': 1, 'youtube': 1}",1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
1604,39,philomena_griswold,2-FEW_TIMES_WEEK,{'Starz': 1},,,,,,,,,,,,,,,,1.0,,,,,,
1605,26,joni_longo,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
1607,49,dave_shivers,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
1608,55,gladys_coburn,2-FEW_TIMES_WEEK,"{'Discovery+': 1, 'youtube': 1}",,,,1.0,,,1.0,,,,,,,,,,,,,,,
1609,43,deon_brady,2-FEW_TIMES_WEEK,"{'netflix': 1, 'FX': 1}",1.0,,,,,,,,,,,,,,,,,,1.0,,,
1610,65,suzan_merrell,1-DAILY,{'Peacock': 1},,,,,,,,,,,,,,,,,,,,,,1.0
1611,72,sherri_levesque,1-DAILY,"{'youtube': 1, 'Disney+': 1}",,,,1.0,,,,,,,,,,,,,1.0,,,,,
1612,72,hunter_foreman,3-FEWER_THREE_PER_MONTH,{'PlutoTV': 1},,,,,,,,,,,,,,1.0,,,,,,,,
1613,56,anissa_grayson,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
1614,47,bryon_coyne,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Philo': 1}",1.0,,,,,,,,,,,1.0,,,,,,,,,,
1615,22,wilfredo_lowman,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
1616,68,delmer_eckert,2-FEW_TIMES_WEEK,"{'Discovery+': 1, 'youtube': 1}",,,,1.0,,,1.0,,,,,,,,,,,,,,,
1617,51,jenny_farmer,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'Rent or Buy': 1}",,,,1.0,,,,,1.0,,,,,,,,,,,,,
1618,55,delmer_platt,2-FEW_TIMES_WEEK,"{'NBC': 1, 'hulu': 1}",,,,,,,,,,,1.0,,,,,,,,,,1.0,
1619,25,gordon_snodgrass,2-FEW_TIMES_WEEK,"{'HBO MAX': 1, 'netflix': 1, 'Starz': 1}",1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,
1620,67,demarcus_wiseman,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
1621,35,claudio_redden,1-DAILY,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
1622,25,paul_prewitt,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
1623,18,hosea_yanez,3-FEWER_THREE_PER_MONTH,"{'Peacock': 1, 'Apple TV+': 1, 'Discovery+': 1}",,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0
1624,46,ethel_cross,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1625,46,jasmin_stubbs,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
1626,53,melisa_soto,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
